,Notes,SURV_DATE,OBS_RADIUS,LC1_SPECIE,LC2_SPECIE,AREA_SIZE,LAND_MNGT,SOIL_CROP,nuts3,Transect,CLIMANR,WRB_COD,AnnualPrec,WRB_LV1,ParMat1,ParMat2,slope (Degrees)
8701,,15JUN2009:00:00:00,2.0,C22,,3.0,2.0,1.0,DE93A,C20;61;E10;24;C20;23;C20;PI(;C20;)PI,4.3,AR,754.110001385212,Arenosol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,1.14576280117035
8702,,24MAY2009:00:00:00,1.0,,,3.0,2.0,1.0,DK050,B11;24;B11,4.3,GL,697.569999408722,Gleysol,unconsolidated deposits (alluvium,marine and estuarine sands,21.60569190979
8703,,07MAY2009:00:00:00,1.0,,,2.0,2.0,1.0,ITC47,B16;13;31;13;B52;1;B52;31;B52;62;13;31;B16,5.0999999999999996,CM,757.830001015961,Cambisol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,6.56633996963501
8704,,09JUL2009:00:00:00,2.0,,,2.0,1.0,1.0,DE27E,E20;61;10;23;A;E20;23;10;E20,4.4000000000000004,CM,1356.29999904633,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,1.2809591293335
8705,,30JUL2009:00:00:00,1.0,,,4.0,2.0,1.0,DE11D,B13,4.4000000000000004,CM,689.569998592138,Cambisol,unconsolidated deposits (alluvium,residual and redeposited clays from calcareous rocks,0.0
8706,,03JUL2009:00:00:00,1.0,,,3.0,2.0,1.0,DE25A,B22;B11;1;31;1;61;1;B22,4.4000000000000004,LV,707.020000386238,Luvisol,unconsolidated deposits (alluvium,residual and redeposited loams from silicate rocks,5.26751899719238
8707,,29JUL2009:00:00:00,2.0,,,3.0,2.0,1.0,DE268,B82;F00;E30;E20;62;B82;F00;1;62,4.4000000000000004,CM,615.510002654791,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,2.02486824989319
8708,,30JUL2009:00:00:00,1.0,,,3.0,2.0,4.0,DE268,B14;24;B14,4.4000000000000004,CM,615.510002654791,Cambisol,unconsolidated deposits (alluvium,fluvial sands and gravels,0.0
8709,,07AUG2009:00:00:00,1.0,,,4.0,2.0,3.0,DEG06,B32;1;24;62;1;B32,4.4000000000000004,LP,664.09999910593,Leptosol,consolidated-clastic-sedimentary rocks,psammite or arenite,1.2809591293335
8710,,06AUG2009:00:00:00,2.0,,,3.0,2.0,1.0,DE919,E20;61;C10;E20,4.4000000000000004,CM,721.450000762939,Cambisol,unconsolidated deposits (alluvium,fluvial clays/ silts and loams,2.06493425369263
8711,,17JUN2009:00:00:00,1.0,,,3.0,2.0,1.0,DE935,B14;C30;1;62;1;C20,4.3,PZ,706.039998221397,Podzol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,1.66997158527374
8712,,24MAY2009:00:00:00,1.0,,,3.0,2.0,1.0,DEF0F,B32;C10;B32,4.3,LV,730.030003261566,Luvisol,unconsolidated glacial deposits/glacial drift,morainic deposits,0.405135601758957
8713,,26JUN2009:00:00:00,1.0,,,3.0,2.0,1.0,DK031,B13;24;B13;C10;A,4.3,LV,684.200001835823,Luvisol,unconsolidated glacial deposits/glacial drift,morainic deposits,1.14576280117035
8714,,26JUN2009:00:00:00,1.0,,,4.0,2.0,1.0,DK031,B11;C10;C20,4.3,LV,684.200001835823,Luvisol,unconsolidated glacial deposits/glacial drift,morainic deposits,0.905850350856781
8715,,07JUL2009:00:00:00,1.0,,,4.0,2.0,1.0,DK031,B32,4.3,LV,652.74000108242,Luvisol,unconsolidated glacial deposits/glacial drift,morainic deposits,3.43363046646118
8716,,09JUL2009:00:00:00,2.0,,,3.0,2.0,1.0,DE27E,E20;23;C20;C30;61,4.4000000000000004,HS,1356.29999904633,Histosol,organic materials,organic materials,0.0
8717,,07JUL2009:00:00:00,2.0,,,3.0,2.0,1.0,DE27C,E20;C30;32;C10;61;31;C30;61;32;C30,4.4000000000000004,CM,1132.5900006488,Cambisol,eolian deposits,loess,0.0
8718,,26JUL2009:00:00:00,2.0,,,4.0,2.0,3.0,DE11C,E20;61;1;31;E20;1;62;1;B19,4.4000000000000004,CM,688.51000276804,Cambisol,unconsolidated deposits (alluvium,residual and redeposited clays from calcareous rocks,1.66997158527374
8719,,01AUG2009:00:00:00,2.0,C22,,4.0,2.0,1.0,DE916,C20;61;C20,4.4.1,CM,673.259997272491,Cambisol,metamorphic rocks,weakly metamorphic rocks,4.12451791763306
8720,,21MAY2009:00:00:00,2.0,C32,,3.0,2.0,1.0,DE931,C30;C10;C30;31;E20;23;C20,4.3,CM,668.030002224445,Cambisol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,1.14576280117035
8721,,10JUN2009:00:00:00,2.0,,,3.0,2.0,1.0,DK050,E20;23;B11,4.3,PZ,752.229999411106,Podzol,unconsolidated glacial deposits/glacial drift,morainic deposits,10.9881057739258
8722,,20AUG2009:00:00:00,2.0,,,3.0,2.0,1.0,ITD53,E20;14;E20;14;PI(;E20;)PI,5.8,CM,810.319995450973,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,1.66997158527374
8723,,07JUL2009:00:00:00,2.0,,,3.0,2.0,2.0,DE27C,E20;61;E20;24;E20,4.4000000000000004,LV,809.040000474453,Luvisol,eolian deposits,loess,1.2809591293335
8724,,03JUL2009:00:00:00,2.0,,,3.0,2.0,3.0,DE27C,E20;61;31;E20;62;E20,4.4000000000000004,CM,809.040000474453,Cambisol,eolian deposits,loess,7.40691232681274
8725,,27JUL2009:00:00:00,2.0,,,3.0,2.0,1.0,DE277,E20;61;E20;61;1;23;B75;E20;23;E20,4.4000000000000004,LV,689.569998592138,Luvisol,unconsolidated deposits (alluvium,residual and redeposited clays from calcareous rocks,0.0
8726,,16JUL2009:00:00:00,1.0,,,3.0,2.0,1.0,DE256,B16,4.4000000000000004,CM,666.330006355047,Cambisol,consolidated-clastic-sedimentary rocks,pelite/lutite or argilite,1.21524477005005
8727,,30JUL2009:00:00:00,2.0,,,3.0,2.0,1.0,DE268,E20;B13;B16;B11;B32,4.4000000000000004,CM,615.510002654791,Cambisol,unconsolidated deposits (alluvium,fluvial sands and gravels,7.98965311050415
8728,,13JUL2009:00:00:00,1.0,,,3.0,2.0,1.0,DE26B,B22;1;61;1;B11,4.4000000000000004,CM,640.770001089573,Cambisol,consolidated-clastic-sedimentary rocks,pelite/lutite or argilite,0.405135601758957
8729,,07JUL2009:00:00:00,1.0,,,3.0,2.0,1.0,DE265,B11;1;61;1;31;14;1;B11;B13;E20,4.4000000000000004,LV,662.100000464916,Luvisol,unconsolidated deposits (alluvium,residual and redeposited loams from silicate rocks,7.26462650299072
8730,,10AUG2009:00:00:00,2.0,,,2.0,2.0,2.0,DEG0P,E10;C10;E20;D10;61;C10;61;C10;E20,4.4000000000000004,CM,642.729999244213,Cambisol,consolidated-clastic-sedimentary rocks,pelite/lutite or argilite,1.14576280117035
8731,,08AUG2009:00:00:00,1.0,,,4.0,2.0,1.0,DEG09,B11,4.4000000000000004,CM,664.09999910593,Cambisol,consolidated-clastic-sedimentary rocks,pelite/lutite or argilite,1.21524477005005
8732,,30JUL2009:00:00:00,2.0,C16,,3.0,2.0,1.0,DE916,C10;61;C10;61;C10;23;C10;PI(;E20;)PI,4.4.1,LV,673.259997272491,Luvisol,unconsolidated deposits (alluvium,residual and redeposited loams from silicate rocks,2.02486824989319
8733,,13MAY2009:00:00:00,1.0,,,3.0,2.0,1.0,DE91A,B16;1;B22,4.3,PZ,623.20999777317,Podzol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,2.02486824989319
8734,,18MAY2009:00:00:00,1.0,,,3.0,2.0,1.0,DE914,B13;31;C10;1;62;1;C10;31,4.3,FL,668.030002224445,Fluvisol,unconsolidated deposits (alluvium,fluvial clays/ silts and loams,8.66046810150146
8735,,15JUN2009:00:00:00,2.0,C15,,2.0,2.0,1.0,DE93A,C10;61;C10;23;E20;23;10;E20;C10;23;E20,4.3,AR,754.110001385212,Arenosol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,3.48087739944458
8736,,23JUN2009:00:00:00,1.0,,,3.0,2.0,1.0,DE935,B16;E20;62;24;1;C10;31;B11;F00;B43,4.3,PZ,706.039998221397,Podzol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,0.905850350856781
8737,,24MAY2009:00:00:00,1.0,,,3.0,2.0,1.0,DEF0D,B11;1;61;D10;C10,4.3,LV,730.030003261566,Luvisol,unconsolidated glacial deposits/glacial drift,morainic deposits,1.14576280117035
8738,,29JUN2009:00:00:00,1.0,,,3.0,2.0,1.0,DK031,B11,4.3,LV,684.200001835823,Luvisol,unconsolidated glacial deposits/glacial drift,morainic deposits,0.905850350856781
8739,,26MAY2009:00:00:00,1.0,,,3.0,2.0,1.0,ITD52,B52;E20;A;61;62;13;A;13;E20;13;31;B52,5.5,CM,734.839999166131,Cambisol,unconsolidated deposits (alluvium,fluvial clays/ silts and loams,5.26751899719238
8740,,13JUN2009:00:00:00,1.0,,,3.0,2.0,1.0,ITC4A,B16;C10;A;C10;A;B22;1;31;1;B16;24;B16,5.5,CM,734.839999166131,Cambisol,unconsolidated deposits (alluvium,fluvial clays/ silts and loams,3.08249473571777
8741,,03JUL2009:00:00:00,1.0,,,2.0,2.0,1.0,DE27C,B16;E20;61;E20;61;E20;31;C10;E20;24;E20,4.4000000000000004,CM,809.040000474453,Cambisol,eolian deposits,loess,1.14576280117035
8742,,19JUN2009:00:00:00,1.0,,,2.0,2.0,1.0,DE266,B16;1;61;E20;C30,4.4000000000000004,CM,662.100000464916,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,1.21524477005005
8743,,26MAY2009:00:00:00,1.0,,,3.0,2.0,1.0,DE91A,B11;1;31;1;61;E20;B11,4.3,LV,623.20999777317,Luvisol,unconsolidated deposits (alluvium,residual and redeposited loams from silicate rocks,5.96026182174683
8744,,17JUN2009:00:00:00,2.0,C15,,3.0,2.0,1.0,DE935,C10;E20;B21,4.3,PZ,706.039998221397,Podzol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,9.86648654937744
8745,,20MAY2009:00:00:00,1.0,,,3.0,2.0,1.0,DEF0A,B11;D10;1;62;1;61;E30;23;E20;24;E20;23;31;B14,4.3,PZ,726.029998254776,Podzol,No information,No information,1.14576280117035
8746,,04AUG2009:00:00:00,2.0,,,4.0,3.0,0.0,ITD53,PI(;C30;)PI,5.8,RG,810.319995450973,Regosol,unconsolidated deposits (alluvium,residual and redeposited clays from calcareous rocks,1.62013745307922
8747,,04JUN2009:00:00:00,1.0,,,4.0,2.0,1.0,ITD52,B52;14;B52;62;B52;A,5.5,3,762.84000081569,Lake,unconsolidated deposits (alluvium,fluvial clays/ silts and loams,0.0
8748,,13JUN2009:00:00:00,1.0,,,3.0,2.0,1.0,ITC4A,B16;1;31;1;B11,5.5,CM,757.830001015961,Cambisol,unconsolidated deposits (alluvium,fluvial clays/ silts and loams,1.2809591293335
8749,,10JUL2009:00:00:00,2.0,,,3.0,1.0,1.0,DE27E,E20;23;E20,4.4000000000000004,LV,1132.5900006488,Luvisol,unconsolidated glacial deposits/glacial drift,morainic deposits,1.14576280117035
8750,,08JUL2009:00:00:00,2.0,,,3.0,2.0,2.0,DE27B,E20;61;E20,4.4000000000000004,CM,1132.5900006488,Cambisol,unconsolidated glacial deposits/glacial drift,morainic deposits,1.2809591293335
8751,,14MAY2009:00:00:00,1.0,,,3.0,2.0,1.0,DE278,B16;B11,4.4000000000000004,LV,688.51000276804,Luvisol,unconsolidated deposits (alluvium,residual and redeposited loams from silicate rocks,9.15982437133789
8752,,28JUN2009:00:00:00,1.0,,,3.0,2.0,1.0,DE256,B16;1;31;1;62;1;24;E20,4.4000000000000004,CM,707.020000386238,Cambisol,consolidated-clastic-sedimentary rocks,pelite/lutite or argilite,12.3638601303101
8753,,01JUL2009:00:00:00,2.0,,,3.0,2.0,1.0,DE25A,E20;61;E20;24;E20;62;E20;62;E20;C10;E20,4.4000000000000004,LP,707.020000386238,Leptosol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,10.4173717498779
8754,,09JUL2009:00:00:00,1.0,,,2.0,2.0,1.0,DE26B,B11;1;62;1;31;E20;B13;1;61;E20;62;1;31;2;C10,4.4000000000000004,CM,640.770001089573,Cambisol,consolidated-clastic-sedimentary rocks,pelite/lutite or argilite,1.46044516563416
8755,,26MAY2009:00:00:00,2.0,C16,,4.0,2.0,1.0,DEG0P,C10;61;C20;C10;61;C20;32;C10,4.5.1,CM,642.729999244213,Cambisol,igneous rocks,acid to intermediate plutonic rocks,12.6834125518799
8756,,27MAY2009:00:00:00,1.0,,,3.0,2.0,1.0,DEG0P,B18;23;E10;C10;E20,4.5,CM,642.729999244213,Cambisol,consolidated-clastic-sedimentary rocks,psammite or arenite,6.00083541870117
8757,,10AUG2009:00:00:00,2.0,C15,,4.0,2.0,4.0,DEG09,C10;61;C10,4.5,CM,664.09999910593,Cambisol,consolidated-clastic-sedimentary rocks,pelite/lutite or argilite,2.56063890457153
8758,,13MAY2009:00:00:00,2.0,C15,,3.0,2.0,4.0,DE914,C10;61;C30,4.3,CM,668.030002224445,Cambisol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,1.2809591293335
8759,,11JUN2009:00:00:00,1.0,,,3.0,2.0,1.0,DE93A,B14;1;62;C10;1;63;24;C10;61;B22;1;11;61;1;11;B13,4.3,PZ,754.110001385212,Podzol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,17.248706817627
8760,,05JUN2009:00:00:00,1.0,,,3.0,2.0,1.0,DEF0F,B13;1;C10;1;B18,4.3,LV,742.660001707077,Luvisol,unconsolidated glacial deposits/glacial drift,morainic deposits,1.46044516563416
8761,,15JUN2009:00:00:00,1.0,,,3.0,2.0,1.0,DEF0D,B32;1;14;1;61;1;C10;E20,4.3,GL,730.030003261566,Gleysol,unconsolidated glacial deposits/glacial drift,morainic deposits,0.905850350856781
8762,,25JUN2009:00:00:00,1.0,,,3.0,2.0,1.0,DK031,B13;C10,4.3,AR,684.200001835823,Arenosol,unconsolidated glacial deposits/glacial drift,morainic deposits,5.1110897064209
8763,,01JUL2009:00:00:00,1.0,,,4.0,2.0,1.0,DK031,B11;1;61;1;E20;B32,4.3,LV,652.74000108242,Luvisol,unconsolidated glacial deposits/glacial drift,morainic deposits,1.46044516563416
8764,,07JUL2009:00:00:00,1.0,,,4.0,2.0,1.0,DK031,B16;1;62;E20;23;C20;23,4.3,GL,652.74000108242,Gleysol,unconsolidated deposits (alluvium,marine and estuarine sands,0.905850350856781
8765,,17JUN2009:00:00:00,2.0,C1E,,3.0,2.0,2.0,DK050,C10;E20;61;E20;C10;E20;C10;1;61;E20;C10;PI(;C10;E10;C10;)PI,4.3,LV,752.229999411106,Luvisol,unconsolidated glacial deposits/glacial drift,morainic deposits,8.98487663269043
8766,,26MAY2009:00:00:00,1.0,,,4.0,2.0,1.0,ITD52,B11;1;31;61;B11;31;B11;31;B11;1;31;1;62;1;31;1;B52;31;B52;31;B52;31;B52,5.5,CM,734.839999166131,Cambisol,unconsolidated deposits (alluvium,fluvial clays/ silts and loams,6.37937021255493
8767,,03JUN2009:00:00:00,1.0,,,3.0,2.0,1.0,ITC47,B16;31;1;62;B55;1;31;B16,5.0999999999999996,LV,918.659998697043,Luvisol,unconsolidated deposits (alluvium,unconsolidated deposits (alluvium/ weathering residuum and slope deposits),1.14576280117035
8768,,08JUL2009:00:00:00,2.0,,,3.0,2.0,1.0,DE27B,E20;23;61;E10;A;E10;61;E10;A;E20;23;E20;13;A;D10;1;62;1;61;1;23;E20,4.4000000000000004,CM,1132.5900006488,Cambisol,unconsolidated glacial deposits/glacial drift,morainic deposits,0.905850350856781
8769,,07JUL2009:00:00:00,2.0,,,3.0,2.0,1.0,DE27C,E20;31;E20;C20,4.4000000000000004,CM,809.040000474453,Cambisol,eolian deposits,loess,2.71574187278748
8770,,09JUL2009:00:00:00,1.0,,,2.0,2.0,1.0,DE26B,B11;B13;B11,4.4000000000000004,LV,640.770001089573,Luvisol,unconsolidated deposits (alluvium,residual and redeposited loams from silicate rocks,2.46286654472351
8771,,20JUN2009:00:00:00,2.0,,,4.0,2.0,1.0,DEG0B,E20;E10;E20;B41,4.4000000000000004,LP,649.989996230602,Leptosol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,1.66997158527374
8772,,08AUG2009:00:00:00,1.0,,,3.0,2.0,4.0,DEG09,B32;1;61;11;62,4.4000000000000004,CM,664.09999910593,Cambisol,consolidated-clastic-sedimentary rocks,pelite/lutite or argilite,0.905850350856781
8773,,05AUG2009:00:00:00,2.0,C22,,3.0,2.0,1.0,DE919,C20;32;C10;61,4.4.1,CM,721.450000762939,Cambisol,metamorphic rocks,weakly metamorphic rocks,1.2809591293335
8774,,13MAY2009:00:00:00,1.0,,,3.0,2.0,1.0,DE914,B21;E20;24;F00,4.3,CM,623.20999777317,Cambisol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,2.02486824989319
8775,,18MAY2009:00:00:00,2.0,,,3.0,2.0,1.0,DE914,E20;61;1;31;11;C20;11;31;1;61;B16,4.3,AR,668.030002224445,Arenosol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,0.405135601758957
8776,,11JUN2009:00:00:00,2.0,C22,,3.0,2.0,1.0,DE914,C20,4.3,PZ,754.110001385212,Podzol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,2.02486824989319
8777,,26MAY2009:00:00:00,1.0,,,3.0,2.0,1.0,DEF0A,B11;D10;B16;D20;B16,4.3,PZ,726.029998254776,Podzol,unconsolidated glacial deposits/glacial drift,morainic deposits,1.14576280117035
8778,,08JUL2009:00:00:00,2.0,,,1.0,2.0,4.0,DK031,C10;61;23;A;23;C10;31;1;62;E20;31;C10,4.3,LV,652.74000108242,Luvisol,unconsolidated glacial deposits/glacial drift,morainic deposits,0.905850350856781
8779,,13MAY2009:00:00:00,2.0,,,1.0,2.0,4.0,DK042,C10;E20;1;E20,4.3,LV,650.410003328323,Luvisol,unconsolidated deposits (alluvium,marine and estuarine sands,0.0
8780,,06JUL2009:00:00:00,1.0,B53K,,3.0,2.0,3.0,ITE17,B53;31;1;61;31;B12,5.4,CM,903.739999200404,Cambisol,unconsolidated deposits (alluvium,fluvial clays/ silts and loams,2.46286654472351
8781,,11JUL2009:00:00:00,2.0,,,2.0,1.0,1.0,DE27E,E20;24;E20;13;31;62;E20;C10;G20;C10,4.4000000000000004,CM,1356.29999904633,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,1.21524477005005
8782,,27JUL2009:00:00:00,2.0,,,3.0,2.0,3.0,DE11C,E20;61;1;B13,4.4000000000000004,CM,689.569998592138,Cambisol,unconsolidated deposits (alluvium,residual and redeposited clays from calcareous rocks,2.71574187278748
8783,,30JUL2009:00:00:00,2.0,C15,,4.0,2.0,1.0,DE916,C10;61;C10;61;C10,4.4000000000000004,CM,673.259997272491,Cambisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,2.71574187278748
8784,,13MAY2009:00:00:00,2.0,C16,,4.0,2.0,4.0,DE914,C10;31;1,4.3,CM,623.20999777317,Cambisol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,2.56063890457153
8785,,23JUN2009:00:00:00,1.0,,,3.0,2.0,1.0,DEF06,B13;1;C10;31;1;62;1;31;C10;B13;C10;B16;2;C10;1;61;1,4.3,CM,742.660001707077,Cambisol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,6.85453033447266
8786,,28JUL2009:00:00:00,1.0,,,2.0,2.0,1.0,ITD53,B52;31;B52;24;B52;24;B52;23;62;E10;A;E10;23;B52;61;B52,5.5,RG,762.84000081569,Regosol,unconsolidated deposits (alluvium,residual and redeposited clays from calcareous rocks,2.18070459365845
8787,,14MAY2009:00:00:00,2.0,,,3.0,2.0,1.0,ITC47,E20;B13;E20;71;62;13;23;A,5.0999999999999996,CM,918.659998697043,Cambisol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,0.405135601758957
8788,,11JUL2009:00:00:00,2.0,,,4.0,2.0,1.0,DE27B,E20;61;E20;23;E20,4.4000000000000004,CM,1132.5900006488,Cambisol,unconsolidated glacial deposits/glacial drift,morainic deposits,24.4145946502686
8789,,02JUL2009:00:00:00,2.0,,,2.0,2.0,4.0,DE27C,E20;61;E20;H11;E20,4.4000000000000004,FL,809.040000474453,Fluvisol,unconsolidated deposits (alluvium,fluvial clays/ silts and loams,0.0
8790,,15JUL2009:00:00:00,2.0,,,4.0,2.0,1.0,DE256,E20;31;E20;B13;B11;1;B16;1;62,4.4000000000000004,CM,707.020000386238,Cambisol,consolidated-clastic-sedimentary rocks,pelite/lutite or argilite,0.405135601758957
8791,,29JUL2009:00:00:00,1.0,,,3.0,2.0,2.0,DE268,B13;1;61;1;31;1;B41,4.4000000000000004,CM,615.510002654791,Cambisol,consolidated-clastic-sedimentary rocks,psammite or arenite,2.86240530014038
8792,,20JUN2009:00:00:00,2.0,,,3.0,2.0,1.0,DEG0B,B71;B73;E10;61;E10;B32,4.4000000000000004,CM,662.100000464916,Cambisol,consolidated-clastic-sedimentary rocks,pelite/lutite or argilite,3.08249473571777
8793,,26MAY2009:00:00:00,2.0,C22,,4.0,2.0,1.0,DEG0C,C20;61;C30;32;C10;23;C10;31;C10;23;E20;23;E20,4.5.1,CM,642.729999244213,Cambisol,metamorphic rocks,weakly metamorphic rocks,4.73128604888916
8794,,23JUN2009:00:00:00,1.0,,,3.0,2.0,1.0,DEG09,B16;B11;24;B11,4.5,CM,664.09999910593,Cambisol,unconsolidated deposits (alluvium,fluvial clays/ silts and loams,7.42854976654053
8795,,23MAY2009:00:00:00,1.0,B43D,,3.0,2.0,1.0,DE914,B43;E20;61;E20;B21;C30;1;61;1;B21,4.3,PZ,668.030002224445,Podzol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,1.14576280117035
8796,,26MAY2009:00:00:00,2.0,,,2.0,2.0,1.0,DEF0A,E20;C10;61;C10;C20,4.3,PZ,717.06000161171,Podzol,No information,No information,3.26283025741577
8797,,09JUL2009:00:00:00,1.0,,,3.0,2.0,1.0,DK031,B11;C10;B71;C20;61;E20;A,4.3,AR,609.389999556541,Arenosol,unconsolidated glacial deposits/glacial drift,morainic deposits,2.83368372917175
8798,,04JUL2009:00:00:00,2.0,C1D,,3.0,2.0,1.0,ITC4A,C10;2;C10,5.5,CM,734.839999166131,Cambisol,unconsolidated deposits (alluvium,fluvial clays/ silts and loams,4.35510969161987
8799,,12JUN2009:00:00:00,2.0,,,3.0,2.0,1.0,ITC4B,E20;31;1;A;24;A;23;62;A;E20;B11,5.5,CM,734.839999166131,Cambisol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,1.2809591293335
8800,,13JUN2009:00:00:00,1.0,,,3.0,2.0,1.0,ITC4A,B22,5.5,CM,734.839999166131,Cambisol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,1.2809591293335
8801,,14MAY2009:00:00:00,2.0,,,3.0,2.0,0.0,ITC47,E20;1;31;1;E20;1;31;1;62;B16;1;G20;1;62;24;13;B52,5.0999999999999996,CM,757.830001015961,Cambisol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,10.9310693740845
8802,,11JUL2009:00:00:00,2.0,,,2.0,2.0,1.0,DE27B,E20;62;E20;E30;G10;C30;C20;PI(;E20;)PI,4.4000000000000004,LV,1132.5900006488,Luvisol,unconsolidated glacial deposits/glacial drift,morainic deposits,1.46044516563416
8803,,03JUL2009:00:00:00,2.0,,,2.0,2.0,1.0,DE27C,E20;31;10;61;B16;61;24;B11,4.4000000000000004,CM,809.040000474453,Cambisol,eolian deposits,loess,2.18070459365845
8804,,27JUN2009:00:00:00,1.0,,,3.0,2.0,1.0,DE256,B16;E20;32;E20;B11;1;63;E20;62;1;31;E20,4.4000000000000004,CM,707.020000386238,Cambisol,consolidated-clastic-sedimentary rocks,psammite or arenite,2.02486824989319
8805,,10JUL2009:00:00:00,1.0,,,1.0,2.0,1.0,DE266,B31;B51;E20;62;1;31;1;61;E20;62;1;31;1;B16;B13;B11;E20;62;1;B11,4.4000000000000004,CM,662.100000464916,Cambisol,consolidated-clastic-sedimentary rocks,pelite/lutite or argilite,3.45733523368835
8806,,23JUN2009:00:00:00,1.0,,,3.0,2.0,1.0,DEG09,B32;B11,4.5,CH,606.619997370243,Chernozem,eolian deposits,loess,9.64804553985596
8807,,08JUL2009:00:00:00,2.0,C1D,,3.0,2.0,1.0,DEF06,C10;E20;C10;23;E30;23;2;B55,4.3,PZ,674.550001502037,Podzol,organic materials,organic materials,3.33711075782776
8808,,25JUN2009:00:00:00,1.0,,,3.0,2.0,1.0,DEF06,B13;14;31;2;B13;B11,4.3,LV,674.550001502037,Luvisol,unconsolidated glacial deposits/glacial drift,morainic deposits,1.14576280117035
8809,,03JUN2009:00:00:00,1.0,,,3.0,2.0,1.0,DEF0F,B32;1;31;1;62;1;31;E20;B16,4.3,LV,671.399998021126,Luvisol,unconsolidated glacial deposits/glacial drift,morainic deposits,1.2809591293335
8810,,21JUL2009:00:00:00,2.0,,,1.0,2.0,4.0,ITE17,E20;32;23;A;B81;E10;A;E10;23;F00;23;24;61;23;E10;23;62;E20;31;13;A,5.4,CM,903.739999200404,Cambisol,unconsolidated deposits (alluvium,fluvial clays/ silts and loams,7.81756544113159
8811,,28JUL2009:00:00:00,1.0,,,3.0,2.0,1.0,ITD53,B52;61;14;B52;A;14;62;14;E10,5.5,RG,762.84000081569,Regosol,unconsolidated deposits (alluvium,residual and redeposited clays from calcareous rocks,26.6792430877686
8812,,17JUL2009:00:00:00,2.0,C15,,3.0,2.0,1.0,ITD53,C10;E20;B82;E10;61;31;B42;E20,5.5,CM,762.84000081569,Cambisol,unconsolidated glacial deposits/glacial drift,glaciofluvial deposits,4.71406507492065
8813,,30MAY2009:00:00:00,1.0,,,3.0,2.0,1.0,ITC4B,B11;31;B22,5.0999999999999996,CM,757.830001015961,Cambisol,unconsolidated glacial deposits/glacial drift,morainic deposits,1.21524477005005
8814,,11JUL2009:00:00:00,2.0,,,1.0,2.0,1.0,DE27B,C30;E20,4.4000000000000004,CM,1132.5900006488,Cambisol,eolian deposits,loess,8.13831996917725
8815,,20MAY2009:00:00:00,1.0,,,3.0,2.0,1.0,DE277,B55;1;10;31;E20;61;1;31;1;2;G10,4.4000000000000004,HS,688.089996957779,Histosol,organic materials,organic materials,4.57392120361328
8816,,11JUL2009:00:00:00,2.0,,,3.0,2.0,1.0,DE267,E20;32;24;C10;E20;61;E20;A,4.4000000000000004,LV,687.580002593994,Luvisol,unconsolidated deposits (alluvium,residual and redeposited loams from silicate rocks,0.405135601758957
8817,,28MAY2009:00:00:00,1.0,,,3.0,2.0,1.0,DEG0P,B11;1;31;1;62;1;31;1;B11,4.5,PH,605.720001208782,Phaeozem,eolian deposits,loess,0.0
8818,,29MAY2009:00:00:00,2.0,C14,,4.0,2.0,1.0,DEG09,C10;C30;61;C10;C30;61;1,4.5,CM,605.720001208782,Cambisol,consolidated-clastic-sedimentary rocks,pelite/lutite or argilite,18.270715713501
8819,,08AUG2009:00:00:00,2.0,C15,,3.0,2.0,4.0,DEG07,C10;61;C10;61;C10,4.4000000000000004,LV,606.619997370243,Luvisol,sedimentary rocks (chemically precipitated/evaporated/ or organogenic or biogenic in origin),calcareous rocks,5.43427896499634
